StockCode,GrossRevenue,UnitsSold,SalesLines,SalesOrders,Description,ProductCategory,CommercialProduct,RevenueShare
90162D,88.50000000000001,30,16,14,ANT SILVER PURPLE BOUDICCA RING,Merchandise,True,0.00042338765854410597
90162A,88.5,30,11,11,ANT SILVER TURQUOISE BOUDICCA RING,Merchandise,True,0.00042338765854410597
35638A,88.04999999999998,39,6,6,PINK AND BLACK STRING CURTAIN,Merchandise,True,0.00042123483994133923
71495A,87.96000000000001,225,20,20,CD WALL TIDY BLUE OFFICE,Merchandise,True,0.00042080427622078604
84596e,87.85,35,22,17,SMALL LICORICE DES PINK BOWL,Merchandise,True,0.000420278031673443
84721,87.8,20,2,2,MANHATTAN CANVAS ART PICTURE,Merchandise,True,0.00042003882960646894
90092,87.50999999999999,102,12,10,BLUE CRYSTAL BOOT PHONE CHARM,Merchandise,True,0.00041865145761801924
84415B,87.5,26,8,7,BLUE FLOCK CUSHION COVER ,Merchandise,True,0.0004186036172046245
84891B,87.45,11,6,6,GREEN WIRE GOBLET CANDLEHOLDER,Merchandise,True,0.00041836441513765045
37462B,87.28,170,32,32,"PET MUG, BUDGIE",Merchandise,True,0.0004175511281099386
35822B,87.02,229,1,1,"ACRYLIC BEAD CHAIN, BLUE",Merchandise,True,0.00041630727736167343
90088,86.69999999999999,101,14,14,CRYSTAL KEY+LOCK PHONE CHARM,Merchandise,True,0.00041477638413303934
23614,86.58,26,11,11,SET 10 CARDS 12 DAYS WRAP  17058,Merchandise,True,0.0004142022991723016
84251B,86.53999999999999,321,63,61,"GREETING CARD, STICKY GORDON",Merchandise,True,0.00041401093751872235
84424A,86.25,23,10,10,FOUR PICTURE WHITE GLASS FRAME,Merchandise,True,0.00041262356553027277
90012B,85.9,17,6,6,BLACK DROP CRYSTAL NECKLACE,Merchandise,True,0.0004109491510614543
90177E,85.67,29,23,22,DROP DIAMANTE EARRINGS GREEN,Merchandise,True,0.0004098488215533735
84454,85.53,93,18,18,WOBBLING METAL CHICKEN EASTER,Merchandise,True,0.0004091790557658461
85099c,85.17,17,10,10,JUMBO  BAG BAROQUE BLACK WHITE,Merchandise,True,0.0004074568008836328
35838B,85.0,100,25,23,S/6 SILVER ORNAMENETAL CANDLE,Merchandise,True,0.00040664351385592097
90026D,85.0,10,8,8,GLASS BEAD HOOP NECKLACE AMETHYST,Merchandise,True,0.00040664351385592097
90183B,84.89,29,25,24,AMETHYST DROP EARRINGS W LONG BEADS,Merchandise,True,0.000406117269308578
17027A,84.84,228,2,2,INCENSE BAZAAR CANNABIS,Merchandise,True,0.0004058780672416039
46775B,84.75,5,4,4,BERRIES CHUNKY KNITTED THROW ,Merchandise,True,0.0004054475035210506
16051,84.69,941,4,4,TEATIME PENCIL W STAMP ASST,Merchandise,True,0.0004051604610406817
81952B,84.56,254,20,20,ROUND BLUE CLOCK W/SUCKER,Merchandise,True,0.00040453853566654917
84450B,84.55,139,35,35,PINK/YELLOW RABBIT SAT EASTER,Merchandise,True,0.0004044906952531543
84251F,83.97,341,50,50,"GREETING CARD, RITA",Merchandise,True,0.00040171595127625506
90141C,83.69,16,13,13,TURQ PENDANT TRIPLE SHELL NECKLACE,Merchandise,True,0.00040037641970120026
22016,83.33,1,1,1,Dotcomgiftshop Gift Voucher £100.00,Merchandise,True,0.00039865416481898693
23442,83.2,40,8,7,12 HANGING EGGS HAND PAINTED,Merchandise,True,0.0003980322394448544
90176D,82.81,11,7,7,DIAMANTE NECKLACE PURPLE,Merchandise,True,0.00039616646332245667
90039B,82.8,22,12,11,FIRE POLISHED GLASS BRACELET MONTAN,Merchandise,True,0.00039611862290906183
84030C,82.78,21,6,6,KNITTED RAINBOW HOT WATER BOTTLE,Merchandise,True,0.00039602294208227216
90002B,82.74,22,11,11,FLOWER BURST SILVER RING ROSE,Merchandise,True,0.00039583158042869293
90189A,82.64,11,8,8,SILVER 2 STRAND NECKLACE-LEAF CHARM,Merchandise,True,0.0003953531762947448
90130A,82.51,28,16,16,WHITE STONE/CRYSTAL EARRINGS,Merchandise,True,0.00039473125092061225
90069,82.5,11,5,5,RUBY GLASS CLUSTER NECKLACE,Merchandise,True,0.00039468341050721747
21699,82.44,108,3,3,SET 5 MINI CHOCOLATE FRIDGE MAGNETS,Merchandise,True,0.0003943963680268485
90214H,81.96,88,58,53,"LETTER ""H"" BLING KEY RING",Merchandise,True,0.0003921000281838974
35610C,81.56,94,8,8,WHITE CHRISTMAS FLOCK DROPLET ,Merchandise,True,0.0003901864116481048
72779,81.12,48,15,15,SET/6 BLACK ROSE T-LIGHT CANDLES,Merchandise,True,0.00038808143345873307
16201B,81.1,34,5,5,PASTEL BLUE PHOTO ALBUM,Merchandise,True,0.0003879857526319434
90121B,80.75,19,9,9,VINTAGE ROSE BEAD BRACELET BLUE,Merchandise,True,0.0003863113381631249
84596I,80.62,72,11,10,WRAP SWEETS LIGHT PINK SMALL BOWL,Merchandise,True,0.0003856894127889923
17011E,80.60000000000001,124,1,1,ORIGAMI OPIUM SCENT INCENSE+FLOWER,Merchandise,True,0.0003855937319622027
DCGS0069,80.31,5,5,5,OOH LA LA DOGS COLLAR,Merchandise,True,0.00038420635997375306
35265,80.0,21,16,16,COLOURFUL FLOWER FRUIT BOWL,Merchandise,True,0.00038272330715851386
90059F,79.87,48,27,27,DIAMANTE HAIR GRIP PACK/2 LT ROSE,Merchandise,True,0.00038210138178438127
90206A,79.6,16,12,12,GOLD DIAMANTE STAR BROOCH,Merchandise,True,0.00038080969062272125
90125B,79.57,44,17,17,AQUA BERTIE GLASS BEAD BAG CHARM,Merchandise,True,0.0003806661693825368
84795E,79.5,10,6,5,RIO PINK STRIPE HAMMOCK,Merchandise,True,0.0003803312864887731
84548,79.2,48,14,13,CROCHET BEAR RED/BLUE  KEYRING,Merchandise,True,0.0003788960740869287
90038B,79.19,21,13,13,GLASS AND PAINTED BEADS BRACELET OL,Merchandise,True,0.00037884823367353385
90064A,79.14,20,12,12,WHITE VINTAGE CRYSTAL EARRINGS,Merchandise,True,0.00037860903160655984
90214N,78.95,81,46,43,"LETTER ""N"" BLING KEY RING",Merchandise,True,0.00037770006375205834
90064B,78.75,21,12,12,BLACK VINTAGE  CRYSTAL EARRINGS,Merchandise,True,0.00037674325548416206
72709,78.19999999999999,92,15,13,IVORY SCULPTED RND CANDLE ,Merchandise,True,0.0003741120327474472
35931,78.11999999999999,156,15,15,PINK STAR CHRISTMAS DECORATION,Merchandise,True,0.0003737293094402887
84455,77.96,85,20,20,SET OF 3 RABBIT CARROTS EASTER,Merchandise,True,0.0003729638628259717
21450,77.35,13,3,3,DISTRESSED CANDLE STICK WHITE,Merchandise,True,0.00037004559760888805
90060D,77.35,13,9,8,FIRE POLISHED GLASS NECKL BRONZE,Merchandise,True,0.00037004559760888805
90050,77.11,11,7,6,CRACKED GLAZE NECKLACE IVORY,Merchandise,True,0.00036889742768741253
90176C,77.0,10,6,6,DIAMANTE NECKLACE,Merchandise,True,0.0003683711831400696
90214B,76.98,80,43,40,"LETTER ""B"" BLING KEY RING",Merchandise,True,0.00036827550231327994
84251C,76.67999999999999,247,53,53,"GREETING CARD, TWO SISTERS.",Merchandise,True,0.00036684028991143547
84425A,76.6,18,9,9,WHITE GLASS TV TRIPLE FRAME,Merchandise,True,0.000366457566604277
90130C,76.58,26,25,24,GREEN STONE/CRYSTAL EARRINGS,Merchandise,True,0.0003663618857774874
90100,76.5,30,12,12,NECKLACE+BRACELET SET PINK DAISY,Merchandise,True,0.00036597916247032886
37509,76.49999999999999,30,16,14,NEW ENGLAND MUG W GIFT BOX,Merchandise,True,0.0003659791624703288
90020,76.23,6,4,4,FILIGREE DIAMANTE CHAIN,Merchandise,True,0.0003646874713086689
90176A,75.88,10,7,7,CLASSIC DIAMANTE NECKLACE JET,Merchandise,True,0.00036301305683985035
35815P,75.88,168,7,7,"ACRYLIC JEWEL SNOWFLAKE, PINK",Merchandise,True,0.00036301305683985035
90140,75.54,10,8,7,PINK SWEETIE NECKLACE,Merchandise,True,0.0003613864827844267
62043B,75.16000000000001,54,10,10,BLUE CHECK BAG W HANDLE 34X20CM,Merchandise,True,0.0003595685470754238
37399,75.0,143,6,6,"ASS RETROSPOOF MUGS,SPORTS",Merchandise,True,0.00035880310046110676
16161E,75.0,750,9,9,WRAP BOUDOIR ,Merchandise,True,0.00035880310046110676
72802a,74.97,9,4,4,ROSE SCENT CANDLE IN JEWELLED BOX,Merchandise,True,0.00035865957922092225
72807a,74.78999999999999,9,6,6,SET/3 ROSE CANDLE IN JEWELLED BOX,Merchandise,True,0.0003577984517798156
84757,74.75,5,4,4,ENCHANTED GARDEN WROUGHT IRON TABLE,Merchandise,True,0.00035760709012623636
21267,74.6,24,10,10,VINTAGE PINK TINSEL REEL ,Merchandise,True,0.0003568894839253141
90012A,74.38,13,7,7,MIDNIGHT BLUE DROP CRYSTAL NECKLACE,Merchandise,True,0.00035583699483062825
90187B,73.99,22,16,15,GREEN DROP EARRINGS W BEAD CLUSTER,Merchandise,True,0.00035397121870823047
84899E,73.93,53,21,21,YELLOW + BROWN BEAR FELT PURSE KIT,Merchandise,True,0.0003536841762278617
90074,73.86,8,7,6,BLACK DIAMOND CLUSTER NECKLACE,Merchandise,True,0.0003533492933340979
84593,73.75,25,8,7,CROCHET ROSE DES CLOTHES HANGER,Merchandise,True,0.00035282304878675496
15030,73.66,254,27,26,FAN BLACK FRAME ,Merchandise,True,0.0003523924850662016
79331,73.60000000000001,60,9,9,PINK FLOCK GLASS CANDLEHOLDER,Merchandise,True,0.0003521054425858328
16151A,72.5,52,5,5,FLOWERS HANDBAG blue and orange,Merchandise,True,0.00034684299711240315
84447,72.42,69,19,19,6 RABBIT CHAIN EASTER,Merchandise,True,0.0003464602738052447
84427B,72.25,17,5,5,BLACK GLASS TV DOUBLE P/FRAME 15X10,Merchandise,True,0.0003456469867775328
90027D,72.18,23,16,16,GLASS BEAD HOOP EARRINGS AMETHYST,Merchandise,True,0.0003453121038837691
84746,72.06,23,16,16,PINK EASTER HENS+FLOWER,Merchandise,True,0.00034473801892303136
90031,71.9,52,9,9,BILI NUT AND WOOD NECKLACE,Merchandise,True,0.0003439725723087143
90038C,71.46000000000001,19,9,9,GLASS AND BEADS BRACELET IVORY,Merchandise,True,0.0003418675941193425
35937,71.44,188,17,17,CERISE+GOLD CHRISTMAS STOCKING DEC,Merchandise,True,0.00034177191329255285
84925C,71.39999999999999,28,10,10,FAIRY CAKES  WALL THERMOMETER,Merchandise,True,0.00034158055163897356
84415A,71.25,27,6,6,PINK FLOCK SUEDE CUSHION COVER ,Merchandise,True,0.0003408629454380514
90037B,71.17,28,10,10,TINY CRYSTAL BRACELET GREEN,Merchandise,True,0.0003404802221308929
90179A,71.0,12,9,9,AMBER FINE BEAD NECKLACE W TASSEL,Merchandise,True,0.000339666935103181
16256C,70.98,169,10,10,HEARTS PENCIL/RUBBER+5 MINI PENCILS,Merchandise,True,0.00033957125427639144
84803B,70.98,42,11,11,WHITE ALLIUM  ARTIFICIAL FLOWER,Merchandise,True,0.00033957125427639144
84086B,70.80000000000001,24,13,12,YELLOW/BLUE RETRO RADIO,Merchandise,True,0.00033871012683528483
20958,70.5,38,10,10,PORCELAIN HANGING BELL LARGE,Merchandise,True,0.00033727491443344036
90202B,70.49,24,16,16,WHITE ENAMEL FLOWER HAIR TIE,Merchandise,True,0.0003372270740200455
90205A,70.22,42,24,22,LARGE MINT DIAMANTE HAIRSLIDE,Merchandise,True,0.00033593538285838555
90141B,70.03,14,10,9,IVORY PENDANT TRIPLE SHELL NECKLACE,Merchandise,True,0.00033502641500388406
90059C,69.83,42,24,23,DIAMANTE HAIR GRIP PACK/2 MONTANA,Merchandise,True,0.0003340696067359877
90131,69.62,10,5,5,PINK/AMETHYST/GOLD NECKLACE,Merchandise,True,0.0003330649580546967
gift_0001_80,69.56,1,1,1,Dotcomgiftshop Gift Voucher £80.00,Merchandise,True,0.00033277791557432775
20820,69.3,14,9,8,SILVER LOOKING MIRROR,Merchandise,True,0.0003315340648260626
72140F,69.18,175,15,14,HAPPY ANNIVERSARY CANDLE LETTERS,Merchandise,True,0.00033095997986532487
90214P,69.14,80,35,33,"LETTER ""P"" BLING KEY RING",Merchandise,True,0.00033076861821174563
71215,68.52,178,13,12,METAL BASE FOR CANDLES,Merchandise,True,0.00032780251258126707
47420,68.4,360,33,31,ASSORTED COLOUR SUCTION CUP HOOK,Merchandise,True,0.00032722842762052936
84857A,68.0,8,3,3,SILVER MONTE CARLO HANDBAG,Merchandise,True,0.00032531481108473675
DCGS0004,67.94,4,4,4,HAYNES CAMPER SHOULDER BAG,Merchandise,True,0.00032502776860436784
90026C,67.82,8,6,6,GLASS BEAD HOOP NECKLACE GREEN,Merchandise,True,0.0003244536836436301
90026B,67.82,8,7,7,GLASS BEAD HOOP NECKLACE MONTANA,Merchandise,True,0.0003244536836436301
20879,67.8,57,11,11,TREE OF NOAH FESTIVE SCENTED CANDLE,Merchandise,True,0.00032435800281684047
90002E,67.77,18,11,11,FLOWER BURST SILVER RING GREEN,Merchandise,True,0.000324214481576656
84864A,67.71000000000001,7,4,4,PINK PAISLEY PHOTO ALBUM,Merchandise,True,0.0003239274390962872
90078,67.64,9,5,5,PINK/WHITE GLASS DEMI CHOKER,Merchandise,True,0.0003235925562025234
90024F,67.61,8,6,6,NEW BAROQUE B'FLY NECKLACE CRYSTAL,Merchandise,True,0.000323449034962339
84926B,67.5,54,10,10,SCOTTS ROSES TILE COASTER,Merchandise,True,0.00032292279041499605
90212C,67.5,18,8,7,PURPLE LAS VEGAS BRACELET ROUND,Merchandise,True,0.00032292279041499605
47341B,67.5,48,14,14,BLUE TABLE RUN FLOWER,Merchandise,True,0.00032292279041499605
47504J,67.25,5,4,4,ENGLISH ROSE SET/3 GARDEN TOOLS,Merchandise,True,0.0003217267800801257
35819P,66.55,95,7,7,"ACRYLIC HANGING JEWEL,PINK",Merchandise,True,0.00031837795114248867
90037A,66.31,26,12,12,TINY CRYSTAL BRACELET RED,Merchandise,True,0.00031722978122101315
40002,66.3,78,1,1,WHITE BAMBOO RIBS LAMPSHADE,Merchandise,True,0.0003171819408076183
90037C,66.08,26,13,13,TINY CRYSTAL BRACELET BLUE,Merchandise,True,0.0003161294517129324
85072,66.0,120,1,1,OCCASIONS GIFT CARD ASSORTMENT,Merchandise,True,0.0003157467284057739
79329,65.94,100,7,7,PINK FLOCK GLASS CANDLEHOLDER,Merchandise,True,0.000315459685925405
84340,65.76,21,11,11,LARGE FIBRE OPTIC CHRISTMAS TREE,Merchandise,True,0.0003145985584842984
79406,65.62,259,21,21,FROSTED WHITE BASE ,Merchandise,True,0.000313928792696771
90179B,65.31,11,9,9,PURPLE FINE BEAD NECKLACE W TASSEL,Merchandise,True,0.00031244573988153175
84705A,65.10000000000001,14,7,7,ENGLISH ROSE PHOTO FRAME ,Merchandise,True,0.0003114410912002407
47016,65.10000000000001,31,5,5,LIGHT DECORATION BATTERY OPERATED,Merchandise,True,0.0003114410912002407
84551,64.35,39,8,8,CROCHET DOG KEYRING,Merchandise,True,0.00030785306019562954
90046,64.35,13,7,7,WHITE WITH METAL BAG CHARM,Merchandise,True,0.00030785306019562954
47348A,63.959999999999994,104,17,16,FUSCHIA VOILE POINTY SHOE DEC,Merchandise,True,0.0003059872840732318
79534,63.800000000000004,116,18,16,MULTICOLOUR GLASS PLATE,Merchandise,True,0.0003052218374589148
85018B,63.75,15,10,10,S/6 PAPER BOXES BLOSSOM IMAGES ,Merchandise,True,0.0003049826353919407
85018A,63.75,15,10,10,S/6 PAPER BOXES ROMANTIC IMAGES,Merchandise,True,0.0003049826353919407
20791,63.75,5,1,1,BLUE TILED SET OF 3 DRAWERS,Merchandise,True,0.0003049826353919407
20905,63.5,10,4,4,VINTAGE KEEPSAKE BOX BEAUTY GIRL,Merchandise,True,0.00030378662505707035
37491D,63.28,26,13,13,PURPLE/BLUE CERAMIC CANDLE HOLDER,Merchandise,True,0.00030273413596238445
90214I,62.699999999999996,64,29,27,"LETTER ""I"" BLING KEY RING",Merchandise,True,0.00029995939198548523
84529B,62.35,13,5,5,BLUE KNITTED KID'S RUCKSACK,Merchandise,True,0.00029828497751666674
35607B,62.3,312,17,17,BLACK FEATHER CHRISTMAS DECORATION,Merchandise,True,0.0002980457754496926
17136A,61.78,743,34,34,BLUE STONES ON WIRE FOR CANDLE,Merchandise,True,0.0002955580739531623
20620,61.76,15,14,14,RED SPOTTY PASSPORT COVER,Merchandise,True,0.0002954623931263727
35817B,61.3,143,3,3,"ACRYLIC JEWEL SNOWFLAKE,BLUE",Merchandise,True,0.0002932617341102112
35973,61.25,49,17,13,GERANIUM FOLKART HEART DECORATION,Merchandise,True,0.00029302253204323715
35910B,61.07,29,8,8,PINK FLOWERS RABBIT EASTER,Merchandise,True,0.0002921614046021305
90188,61.04,24,21,20,DROP EARRINGS W FLOWER & LEAF,Merchandise,True,0.00029201788336194603
84660b,60.800000000000004,8,7,6,BLACK STITCHED WALL CLOCK,Merchandise,True,0.0002908697134404705
90034,60.67,6,6,5,WHITE SILVER NECKLACE SHELL GLASS,Merchandise,True,0.0002902477880663379
84875A,60.0,16,12,12,PINK SQUARE COMPACT MIRROR,Merchandise,True,0.0002870424803688854
23629,59.760000000000005,24,10,10,SET 10 CARDS DRESSING UP 17077,Merchandise,True,0.0002858943104474099
90021,59.75,5,4,4,LASER CUT MULTI STRAND NECKLACE,Merchandise,True,0.00028584647003401505
90171,59.65,47,27,27,DAISY RING,Merchandise,True,0.0002853680659000669
gift_0001_70,59.57,1,1,1,Dotcomgiftshop Gift Voucher £70.00,Merchandise,True,0.0002849853425929084
44241C,59.5,70,8,8,BLUE BUTTERFLY ON SPRING,Merchandise,True,0.0002846504596991447
84582,59.5,14,11,11,PINK CROCHET CAT WITH SCARF,Merchandise,True,0.0002846504596991447
35654,59.400000000000006,12,5,5,VINTAGE BEAD FILLED PINK CUSHION,Merchandise,True,0.00028417205556519656
35001B,59.330000000000005,17,6,6,HAND OPEN SHAPE BLACK,Merchandise,True,0.00028383717267143287
90011B,59.06,20,15,15,BLACK CRYSTAL DROP EARRINGS,Merchandise,True,0.00028254548150977285
35909A,59.00000000000001,20,5,5,RABBIT EASTER DECORATION,Merchandise,True,0.000282258439029404
81985A,58.65,23,7,7,"ICON ALARM CLOCK,FUSCHIA  PIN UP",Merchandise,True,0.00028058402456058545
85023C,58.64999999999999,23,12,11,PINK LARGE JEWELED PHOTOFRAME,Merchandise,True,0.00028058402456058545
90033,58.43,23,19,18,IVORY SHELL HEART EARRINGS,Merchandise,True,0.00027953153546589956
84226,58.31,77,18,18,HEN HOUSE W FAMILY IN BARN & NEST,Merchandise,True,0.0002789574505051618
35816B,58.07,139,3,3,"ACRYLIC JEWEL ANGEL,BLUE",Merchandise,True,0.00027780928058368623
17129C,57.98,86,11,11,SKY BLUE COLOUR GLASS GEMS IN BAG,Merchandise,True,0.0002773787168631329
35821B,57.0,150,3,3,"JEWELLED DECORATION,BLUE",Merchandise,True,0.0002726903563504411
72771B,56.9,117,9,8,BURG FLOCK GOLD CUP/CANDLE ,Merchandise,True,0.00027221195221649295
47344B,56.16,54,10,10,BLUE FLOWER DES PURSE,Merchandise,True,0.0002686717616252767
85023A,56.099999999999994,22,10,10,CRYSTAL LARGE JEWELLED PHOTO FRAME,Merchandise,True,0.0002683847191449078
85080,55.76,113,22,22,PADDED RED HEART DECORATION,Merchandise,True,0.0002667581450894842
90182C,55.74,19,13,13,BLACK 3 BEAD DROP EARRINGS,Merchandise,True,0.0002666624642626945
90177A,55.690000000000005,19,14,14,CLASSIC DIAMANTE EARRINGS JET,Merchandise,True,0.0002664232621957205
90214T,55.57,57,24,24,"LETTER ""T"" BLING KEY RING",Merchandise,True,0.0002658491772349827
46115B,55.480000000000004,292,23,22,GREEN POP ART MAO CUSHION COVER ,Merchandise,True,0.0002654186135144294
84559b,55.23,33,26,25,3D SHEET OF CAT STICKERS,Merchandise,True,0.00026422260317955897
90001B,55.120000000000005,13,10,10,ANTIQUE MID BLUE FLOWER EARRINGS,Merchandise,True,0.00026369635863221605
85151,55.0,44,8,8,WELCOME METAL SIGN,Merchandise,True,0.00026312227367147824
72798C,54.76,29,16,15,SET/4 GARDEN ROSE DINNER CANDLE,Merchandise,True,0.0002619741037500027
90135A,54.620000000000005,11,4,4,ORANGE/FUSCHIA STONES NECKLACE,Merchandise,True,0.00026130433796247535
90142D,54.59,11,5,5,MOP PENDANT SHELL NECKLACE,Merchandise,True,0.0002611608167222909
90043,54.510000000000005,10,6,6,COPPER AND BRASS BAG CHARM,Merchandise,True,0.00026077809341513243
20953,54.449999999999996,33,9,9,PORCELAIN CHERUB BELL LARGE,Merchandise,True,0.00026049105093476347
90084,54.4,64,9,9,PINK CRYSTAL GUITAR PHONE CHARM,Merchandise,True,0.0002602518488677894
84660a,52.699999999999996,7,5,5,WHITE STITCHED WALL CLOCK,Merchandise,True,0.00025211897859067097
84845C,52.5,42,14,14,CARNATION SQUARE HANDY TIN,Merchandise,True,0.0002511621703227747
20870,52.2,29,7,7,OPULENT VELVET CANDLE IN BOX,Merchandise,True,0.00024972695792093027
84292B,51.8,8,5,5,BLUE COL METAL FOLDING CHAIR,Merchandise,True,0.0002478133413851377
37491A,51.66,19,14,13,YELLOW/PINK CERAMIC CANDLE HOLDER,Merchandise,True,0.0002471435755976103
90059B,51.55,31,19,16,DIAMANTE HAIR GRIP PACK/2 BLACK DIA,Merchandise,True,0.00024661733105026736
84951b,51.26,10,5,5,S/4 BLACK LOVEBIRD COASTERS,Merchandise,True,0.0002452299590618177
84845D,51.25,41,11,11,GERANIUM SQUARE HANDY TIN,Merchandise,True,0.00024518211864842294
84402B,51.14,62,4,4,PURPLE DRESS JEWELLERY STAND,Merchandise,True,0.00024465587410107996
35071,51.13999999999999,50,7,7,ASSORTED SANTA CHRISTMAS DECORATION,Merchandise,True,0.00024465587410107996
84612B,51.0,20,4,4,SET/4 BLACK  BAROQUE FLOCK COASTER,Merchandise,True,0.0002439861083135526
20964,51.0,20,6,6,POLYESTER FILLER PAD 60x40cm,Merchandise,True,0.0002439861083135526
84968f,50.98,2,2,2,SET OF 16 VINTAGE SKY BLUE CUTLERY,Merchandise,True,0.00024389042748676295
84968b,50.98,2,2,2,S/16 VINTAGE IVORY CUTLERY,Merchandise,True,0.00024389042748676295
90001C,50.94,12,11,10,ANTIQUE OPAL WHITE FLOWER EARRINGS,Merchandise,True,0.00024369906583318368
85069,50.85,3,1,1,CREAM SWEETHEART DOUBLE SHELF,Merchandise,True,0.00024326850211263038
85035b,50.82000000000001,6,6,6,CHOCOLATE 3 WICK MORRIS BOX CANDLE,Merchandise,True,0.00024312498087244595
85124a,50.599999999999994,10,9,9,PINK JUICY FRUIT PHOTO FRAME,Merchandise,True,0.00024207249177775995
72083A,50.400000000000006,24,7,7,STRAWBERY SWIRL FLARE CANDLE,Merchandise,True,0.00024111568350986375
22657,50.15,59,7,7,HEN & 2 CHICKS IN BASKET,Merchandise,True,0.00023991967317499337
90141E,50.06,10,5,5,ORANGE PENDANT TRIPLE SHELL NECKLAC,Merchandise,True,0.00023948910945444007
23603,49.800000000000004,20,14,14,SET 10 CARD KRAFT REINDEER 17084,Merchandise,True,0.00023824525870617488
37462E,49.64,110,30,28,"PET MUG, GOLDFISH",Merchandise,True,0.00023747981209185784
90052,49.58,7,5,5,CRACKED GLAZE NECKLACE BROWN,Merchandise,True,0.00023719276961148896
84537B,49.14,117,11,11,FAIRY CAKES GIFT BAG,Merchandise,True,0.0002350877914221171
72129,49.11,74,18,18,COLUMBIAN CANDLE ROUND ,Merchandise,True,0.0002349442701819327
90128A,48.72,32,11,10,PINK LEAVES AND BEADS PHONE CHARM,Merchandise,True,0.0002330784940595349
37489A,48.51,47,25,23,YELLOW/PINK FLOWER DESIGN BIG MUG,Merchandise,True,0.00023207384537824382
35603C,48.3,83,25,24,SET/16 WHITE SHINY & MATT BAUBLES,Merchandise,True,0.0002310691966969527
90054,48.11,19,19,17,CRACKED GLAZE EARRINGS RED,Merchandise,True,0.00023016022884245126
90083,48.08,52,15,15,CRYSTAL CZECH CROSS PHONE CHARM,Merchandise,True,0.00023001670760226683
84608,47.7,6,4,4,ORNATE EDWARDIAN CANDLE HOLDER,Merchandise,True,0.0002281987718932639
21347,47.6,8,4,4,GOTHIC CARRIAGE LANTERN,Merchandise,True,0.00022772036775931573
20895,47.20000000000001,16,4,4,VINTAGE NOTEBOOK FRENCH LETTER ,Merchandise,True,0.0002258067512235232
35909B,47.2,16,7,6,PINK FLOWERS RABBIT EASTER,Merchandise,True,0.0002258067512235232
90067B,47.120000000000005,16,6,6,BROWN VINTAGE VICTORIAN EARRINGS,Merchandise,True,0.00022542402791636467
84227,47.04,112,13,13,HEN HOUSE W CHICK IN NEST,Merchandise,True,0.00022504130460920612
90181C,46.93,5,5,5,BLACK GLASS/SHELL/PEARL NECKLACE,Merchandise,True,0.0002245150600618632
84596f,46.89,19,14,14,SMALL MARSHMALLOWS PINK BOWL,Merchandise,True,0.00022432369840828394
20988,46.8,24,9,9,TRELLIS FLOWER CHOPSTICKS SET/5,Merchandise,True,0.00022389313468773058
84857B,46.8,24,1,1,BLUE MONTE CARLO HANDBAG,Merchandise,True,0.00022389313468773058
90001A,46.6,11,10,10,ANTIQUE RASPBERRY FLOWER EARRINGS,Merchandise,True,0.00022293632641983433
16050,46.45,151,8,8,TEATIME PENCIL WITH RUBBER,Merchandise,True,0.00022221872021891214
47341A,46.25,29,7,7,FUSCHIA TABLE RUN FLOWER ,Merchandise,True,0.0002212619119510158
72024U,46.2,220,11,11,LILAC VOTIVE CANDLE,Merchandise,True,0.00022102270988404174
85081,46.17,104,22,21,PADDED HOLLY CHRISTMAS DECORATION ,Merchandise,True,0.00022087918864385731
85132c,46.099999999999994,4,4,4,CHARLIE AND LOLA FIGURES TINS,Merchandise,True,0.00022054430575009357
84626,45.95,1,1,1,CANDY STRIPE ROSE QUILT,Merchandise,True,0.00021982669954917142
18097A,45.9,18,13,12,PINK TALL PORCELAIN T-LIGHT HOLDER ,Merchandise,True,0.00021958749748219732
35611B,45.76,62,4,3,BLACK ASSORTED DROPLET DECORATION,Merchandise,True,0.00021891773169466992
35809a,45.75,11,11,10,ENAMEL PINK TEA CONTAINER,Merchandise,True,0.0002188698912812751
16161C,45.0,450,2,2,WRAP SPEED DEMONS ,Merchandise,True,0.00021528186027666406
72724,45.0,36,11,10,SET/6 CHRISTMAS ICICLE T-LIGHTS,Merchandise,True,0.00021528186027666406
23625,44.910000000000004,9,4,4,SET 6 CARDS SPARKLY REINDEER 17262,Merchandise,True,0.00021485129655611073
21685,44.849999999999994,3,2,2,MEDINA STAMPED METAL TRAY ,Merchandise,True,0.00021456425407574182
90135,44.75,9,3,3,ORANGE/WHT/FUSCHIA STONES NECKLACE,Merchandise,True,0.00021408584994179366
90197D,44.550000000000004,9,4,4,AMBER GLASS BRACELET HEART CHARMS,Merchandise,True,0.00021312904167389743
72796B,44.55,27,13,12,S/3 FRENCH VANILLA SQU CANDLE,Merchandise,True,0.00021312904167389738
79066k,44.37,27,17,16,RETRO MOD TRAY,Merchandise,True,0.00021226791423279071
90011A,44.28,15,15,15,MIDNIGHT BLUE CRYSTAL DROP EARRINGS,Merchandise,True,0.0002118373505122374
84586L,44.25000000000001,15,9,9,"PINK ROSES/GINGHAM PATCH RABBIT 8""",Merchandise,True,0.00021169382927205298
35085E,44.25,39,9,9,IVORY ROSE LAMPSHADE ,Merchandise,True,0.00021169382927205298
90125E,44.19,18,17,17,AMBER BERTIE GLASS BEAD BAG CHARM,Merchandise,True,0.00021140678679168405
