StockCode,Description,GrossRevenue,NetRevenue,UnitsSold,SalesLines,Orders,ReturnValue,ReturnedUnits,DescriptionQualityFlag,CommercialValidity,ReturnValueRate,ReturnRisk,CommercialPerformanceScore,StrategicClassification,IsOperationalRecord,IsMissingDescription,HasCommercialActivity,ProductMasterStatus,CommercialPriority,ReturnRiskFlag,IncludeInExecutiveAnalytics,IsNonMerchandise,IsCommercialMerchandise,ExecutiveScope,ScopeReason,RevenueShare,RevenueRank,ExecutiveProductTier
48173A,DOOR MAT BLUE FLOCK,6.75,6.75,1,2,2,0.0,0,Commercial Description,Valid,0.0,Low,0.0969,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,3.491841469952171e-07,4746,Tier 4 - Long Tail
85185E,DUCK SOCK PUPPET,11.8,6.700000000000002,4,4,4,-5.1,2,Commercial Description,Valid,0.4322,Very High,0.1061,High Return Risk,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Critical,True,False,True,Included,Included,3.4659759775821557e-07,4747,Tier 4 - Long Tail
23604,SET 10 MINI SANTA & SNOWMAN  17087,6.640000000000001,6.640000000000001,4,2,2,0.0,0,Commercial Description,Valid,0.0,Low,0.106,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,3.4349373867381357e-07,4748,Tier 4 - Long Tail
20678,LARGE BLACK DIAMANTE HAIRSLIDE,6.6,6.6,4,1,1,0.0,0,Commercial Description,Valid,0.0,Low,0.1058,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,3.4142449928421223e-07,4749,Tier 4 - Long Tail
20858,SILVER PURSE GOLD PINK BUTTERFLY,6.6,6.6,4,2,2,0.0,0,Commercial Description,Valid,0.0,Low,0.1058,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,3.4142449928421223e-07,4750,Tier 4 - Long Tail
85231b,CINAMMON SET OF 9 T-LIGHTS,6.579999999999999,6.58,4,4,4,0.0,0,Commercial Description,Valid,0.0,Low,0.1056,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,3.403898795894116e-07,4751,Tier 4 - Long Tail
20884,MODERN CHRISTMAS TREE CANDLE,6.300000000000001,6.300000000000001,3,5,5,0.0,0,Commercial Description,Valid,0.0,Low,0.1033,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,3.2590520386220267e-07,4752,Tier 4 - Long Tail
79140,ASS WINDPROOF MARIJUANA LIGHTERS,6.3,6.3,15,5,5,0.0,0,Commercial Description,Valid,0.0,Low,0.1205,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,3.259052038622026e-07,4753,Tier 4 - Long Tail
82072,WHITE WOOD SINGLE P/FRAME,6.25,6.25,5,5,5,0.0,0,Commercial Description,Valid,0.0,Low,0.1069,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,3.23318654625201e-07,4754,Tier 4 - Long Tail
20942,SET/6 GINGERBREAD TREE T-LIGHTS,7.5,6.25,6,6,6,-1.25,1,Commercial Description,Valid,0.1667,High,0.1087,High Return Risk,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,High,True,False,True,Included,Included,3.23318654625201e-07,4755,Tier 4 - Long Tail
37408,ASSORTED DESIGN GEISHA GIRL MUGS,6.25,6.25,5,2,2,0.0,0,Commercial Description,Valid,0.0,Low,0.1069,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,3.23318654625201e-07,4756,Tier 4 - Long Tail
20673,STRAWBERRIES PRINT BOWL,6.25,6.25,5,3,3,0.0,0,Commercial Description,Valid,0.0,Low,0.1069,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,3.23318654625201e-07,4757,Tier 4 - Long Tail
23610,SET 10 CARDS CHRISTMAS ROBIN 17095,6.24,6.24,3,3,3,0.0,0,Commercial Description,Valid,0.0,Low,0.1025,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,3.2280134477780067e-07,4758,Tier 4 - Long Tail
85123b,ZINC HANGING HEART T-LITE HLDR,6.04,6.04,1,1,1,0.0,0,Commercial Description,Valid,0.0,Low,0.0951,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,3.1245514782979424e-07,4759,Tier 4 - Long Tail
79051a,SMOKEY GREY COLOUR D.O.F. GLASS,6.04,6.04,1,1,1,0.0,0,Commercial Description,Valid,0.0,Low,0.0951,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,3.1245514782979424e-07,4760,Tier 4 - Long Tail
85077,KISSING REINDEER TABLE RUNNER,5.95,5.95,1,2,2,0.0,0,Commercial Description,Valid,0.0,Low,0.0947,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,3.0779935920319134e-07,4761,Tier 4 - Long Tail
72751B,"F.FAIRY S/3 SML CANDLE, LAVENDER",5.95,5.95,1,3,3,0.0,0,Commercial Description,Valid,0.0,Low,0.0947,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,3.0779935920319134e-07,4762,Tier 4 - Long Tail
72751A,"F.FAIRY S/3 SML CANDLE,LILY/VALLEY",5.95,5.95,1,2,2,0.0,0,Commercial Description,Valid,0.0,Low,0.0947,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,3.0779935920319134e-07,4763,Tier 4 - Long Tail
72751C,"F.FAIRY S/3 SML CANDLE, ROSE",5.95,5.95,1,3,3,0.0,0,Commercial Description,Valid,0.0,Low,0.0947,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,3.0779935920319134e-07,4764,Tier 4 - Long Tail
37409,ASSORTED DESIGN FLOWER MUGS,5.949999999999999,5.949999999999999,7,4,4,0.0,0,Commercial Description,Valid,0.0,Low,0.109,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,3.0779935920319134e-07,4765,Tier 4 - Long Tail
85184d,S/4 BLUE ROUND DECOUPAGE BOXES,5.91,5.91,1,1,1,0.0,0,Commercial Description,Valid,0.0,Low,0.0942,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,3.0573011981359006e-07,4766,Tier 4 - Long Tail
35823P,"ACRYLIC BEAD GARLAND,PINK",5.9,5.9,2,3,3,0.0,0,Commercial Description,Valid,0.0,Low,0.0984,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,3.052128099661898e-07,4767,Tier 4 - Long Tail
79303A,WHITE ROHMBIC BLOCK TABLE LAMP,5.9,5.9,2,3,3,0.0,0,Commercial Description,Valid,0.0,Low,0.0984,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,3.052128099661898e-07,4768,Tier 4 - Long Tail
35821P,"JEWELLED DECORATION,PINK",5.9,5.9,2,3,3,0.0,0,Commercial Description,Valid,0.0,Low,0.0984,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,3.052128099661898e-07,4769,Tier 4 - Long Tail
18098A,PINK PORCELAIN B'FLY OIL BURNER,5.9,5.9,2,3,3,0.0,0,Commercial Description,Valid,0.0,Low,0.0984,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,3.052128099661898e-07,4770,Tier 4 - Long Tail
85186B,BUNNY BUNCH OF FLOWERS,5.88,5.88,14,3,3,0.0,0,Commercial Description,Valid,0.0,Low,0.117,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,3.041781902713891e-07,4771,Tier 4 - Long Tail
35051B,PINK BEADED CONE CHRISTMAS,5.88,5.88,14,3,3,0.0,0,Commercial Description,Valid,0.0,Low,0.117,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,3.041781902713891e-07,4772,Tier 4 - Long Tail
23638,SET 10 CARDS ROBIN WATERPUMP  17096,5.82,5.82,2,2,2,0.0,0,Commercial Description,Valid,0.0,Low,0.0977,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,3.010743311869872e-07,4773,Tier 4 - Long Tail
23652,SET 10 CARD CHRISTMAS STAMPS 16963,5.82,5.82,2,1,1,0.0,0,Commercial Description,Valid,0.0,Low,0.0977,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,3.010743311869872e-07,4774,Tier 4 - Long Tail
23617,SET 10 CARDS SWIRLY XMAS TREE 17104,5.82,5.82,2,1,1,0.0,0,Commercial Description,Valid,0.0,Low,0.0977,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,3.010743311869872e-07,4775,Tier 4 - Long Tail
35537,CANDLE RING W/CLEAR BEADS,5.46,5.46,13,5,5,0.0,0,Commercial Description,Valid,0.0,Low,0.1152,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,2.824511766805756e-07,4776,Tier 4 - Long Tail
21838,DADDY MOUSE RED GINGHAM BOW TIE,5.45,5.45,1,2,2,0.0,0,Commercial Description,Valid,0.0,Low,0.0928,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,2.819338668331753e-07,4777,Tier 4 - Long Tail
35751D,PINK CURRENT CANDLE RING,5.32,5.32,28,1,1,0.0,0,Commercial Description,Valid,0.0,Low,0.1279,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,2.752088388169711e-07,4778,Tier 4 - Long Tail
16010,FOLDING CAMPING SCISSOR W/KNIF & S,5.28,5.279999999999999,44,6,5,0.0,0,Commercial Description,Valid,0.0,Low,0.1374,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,2.731395994273698e-07,4779,Tier 4 - Long Tail
16215,FUNKY GIRLZ MAGNETIC TO DO LIST,5.2,5.2,8,4,4,0.0,0,Commercial Description,Valid,0.0,Low,0.1084,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,2.6900112064816727e-07,4780,Tier 4 - Long Tail
21860,DR WHO TOP TRUMPS GAME,5.17,5.17,1,1,1,0.0,0,Commercial Description,Valid,0.0,Low,0.0922,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,2.6744919110596626e-07,4781,Tier 4 - Long Tail
21854,EURO FOOTBALL STARS TOP TRUMPS GAME,5.17,5.17,1,2,2,0.0,0,Commercial Description,Valid,0.0,Low,0.0922,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,2.6744919110596626e-07,4782,Tier 4 - Long Tail
71434B,"BLACK RND BULLET""KEEP CLEAN"" BIN",5.1,5.1,2,4,4,0.0,0,Commercial Description,Valid,0.0,Low,0.0965,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,2.63828022174164e-07,4783,Tier 4 - Long Tail
71101A,ANGEL ON KNEES METAL POLE 100CM H,5.1,5.1,6,2,2,0.0,0,Commercial Description,Valid,0.0,Low,0.1051,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,2.63828022174164e-07,4784,Tier 4 - Long Tail
90142C,ROSE PINK PENDANT SHELL NECKLACE,5.09,5.09,1,1,1,0.0,0,Commercial Description,Valid,0.0,Low,0.0917,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,2.633107123267637e-07,4785,Tier 4 - Long Tail
90142B,IVORY PENDANT SHELL NECKLACE,5.09,5.09,1,1,1,0.0,0,Commercial Description,Valid,0.0,Low,0.0917,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,2.633107123267637e-07,4786,Tier 4 - Long Tail
84942,KASHMIR FOLKART HEART DISHES,5.07,5.07,3,4,4,0.0,0,Commercial Description,Valid,0.0,Low,0.0987,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,2.622760926319631e-07,4787,Tier 4 - Long Tail
DCGS0041,HAYNES MINI-COOPER PLAYING CARDS,5.06,5.06,1,1,1,0.0,0,Commercial Description,Valid,0.0,Low,0.0913,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,2.617587827845627e-07,4788,Tier 4 - Long Tail
72740B,LARGE WHITE CHOCOLATE CANDLE,5.06,5.06,1,2,2,0.0,0,Commercial Description,Valid,0.0,Low,0.0913,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,2.617587827845627e-07,4789,Tier 4 - Long Tail
79151B,"SILICON CUBE 25W, BLUE",5.04,5.04,12,3,2,0.0,0,Commercial Description,Valid,0.0,Low,0.1123,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,2.607241630897621e-07,4790,Tier 4 - Long Tail
20877,MODERN CHRISTMAS BAUBLE CANDLE,5.04,5.04,12,6,6,0.0,0,Commercial Description,Valid,0.0,Low,0.1123,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,2.607241630897621e-07,4791,Tier 4 - Long Tail
84596j,MIXED NUTS LIGHT GREEN BOWL,5.02,5.02,2,2,2,0.0,0,Commercial Description,Valid,0.0,Low,0.0953,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,2.596895433949614e-07,4792,Tier 4 - Long Tail
23649,SET 10 CARDS DECK THE HALLS 16960,4.98,4.98,2,2,2,0.0,0,Commercial Description,Valid,0.0,Low,0.0951,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,2.576203040053602e-07,4793,Tier 4 - Long Tail
47593b,SCOTTIE DOGS BABY BIB,4.98,4.98,6,1,1,0.0,0,Commercial Description,Valid,0.0,Low,0.1037,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,2.576203040053602e-07,4794,Tier 4 - Long Tail
84661b,BLACK SQUARE TABLE CLOCK,4.96,4.96,1,1,1,0.0,0,Commercial Description,Valid,0.0,Low,0.0904,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,2.565856843105595e-07,4795,Tier 4 - Long Tail
85232C,RUSSIAN FOLKART STACKING TINS,4.95,4.95,1,3,3,0.0,0,Commercial Description,Valid,0.0,Low,0.0903,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,2.560683744631592e-07,4796,Tier 4 - Long Tail
85049d,BRIGHT BLUES RIBBONS,4.92,4.92,2,2,2,0.0,0,Commercial Description,Valid,0.0,Low,0.0946,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,2.545164449209582e-07,4797,Tier 4 - Long Tail
84971l,LARGE HEART FLOWERS HOOK,4.92,4.92,2,1,1,0.0,0,Commercial Description,Valid,0.0,Low,0.0946,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,2.545164449209582e-07,4798,Tier 4 - Long Tail
90214U,"LETTER ""U"" BLING KEY RING",4.73,4.73,13,2,2,0.0,0,Commercial Description,Valid,0.0,Low,0.1122,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,2.4468755782035213e-07,4799,Tier 4 - Long Tail
45014,FOLDING SHIRT TIDY,4.65,4.65,1,1,1,0.0,0,Commercial Description,Valid,0.0,Low,0.0898,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,2.4054907904114956e-07,4800,Tier 4 - Long Tail
81953B,ROUND ARTICULATED BLUE CLOCK W/SUCK,4.640000000000001,4.64,14,9,7,0.0,0,Commercial Description,Valid,0.0,Low,0.1131,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,2.4003176919374923e-07,4801,Tier 4 - Long Tail
37326,FAIRY DESIGN MUGS,4.609999999999999,4.609999999999999,2,4,4,0.0,0,Commercial Description,Valid,0.0,Low,0.094,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,2.384798396515482e-07,4802,Tier 4 - Long Tail
72529w,WHITE ADVENT CANDLE,4.3,4.3,1,1,1,0.0,0,Commercial Description,Valid,0.0,Low,0.0894,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,2.2244323438213828e-07,4803,Tier 4 - Long Tail
72752A,"F.FAIRY,CANDLE IN GLASS,LILY/VALLEY",4.25,4.25,1,2,2,0.0,0,Commercial Description,Valid,0.0,Low,0.089,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,2.198566851451367e-07,4804,Tier 4 - Long Tail
79157V,UBO-LIGHT TRIOBASE PURPLE,4.25,4.25,5,3,3,0.0,0,Commercial Description,Valid,0.0,Low,0.1003,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,2.198566851451367e-07,4805,Tier 4 - Long Tail
79157B,UBO-LIGHT TRIOBASE BLUE,4.25,4.25,5,3,3,0.0,0,Commercial Description,Valid,0.0,Low,0.1003,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,2.198566851451367e-07,4806,Tier 4 - Long Tail
21409,SPOTTY COCKEREL DOORSTOP,4.25,4.25,1,2,2,0.0,0,Commercial Description,Valid,0.0,Low,0.089,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,2.198566851451367e-07,4807,Tier 4 - Long Tail
47594a,CAROUSEL DESIGN WASHBAG,4.21,4.21,1,1,1,0.0,0,Commercial Description,Valid,0.0,Low,0.0887,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,2.177874457555354e-07,4808,Tier 4 - Long Tail
84255A,PINK GLASS COCKTAIL LAMP,4.2,4.2,2,4,4,0.0,0,Commercial Description,Valid,0.0,Low,0.0931,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,2.1727013590813507e-07,4809,Tier 4 - Long Tail
46776b,WOVEN BERRIES CUSHION COVER,4.13,4.13,1,1,1,0.0,0,Commercial Description,Valid,0.0,Low,0.0884,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,2.136489669763328e-07,4810,Tier 4 - Long Tail
46776e,WOVEN CANDY CUSHION COVER,4.13,4.13,1,1,1,0.0,0,Commercial Description,Valid,0.0,Low,0.0884,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,2.136489669763328e-07,4811,Tier 4 - Long Tail
37432,MUG PINK AND PURPLE ARABIC DESIGN,3.9,3.9,6,2,2,0.0,0,Commercial Description,Valid,0.0,Low,0.1012,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,2.017508404861254e-07,4812,Tier 4 - Long Tail
72084B,CHOCOLATE ICE CREAM CANDLE,3.9,3.9,2,2,2,0.0,0,Commercial Description,Valid,0.0,Low,0.0926,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,2.017508404861254e-07,4813,Tier 4 - Long Tail
35995,SET/6 BLACK GLITTER REINDEER CANDLE,3.78,3.78,5,6,6,0.0,0,Commercial Description,Valid,0.0,Low,0.0992,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,1.9554312231732156e-07,4814,Tier 4 - Long Tail
37438,FUNKY FLOWER COFFEE POT,3.75,3.75,1,2,2,0.0,0,Commercial Description,Valid,0.0,Low,0.0876,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,1.939911927751206e-07,4815,Tier 4 - Long Tail
40046C,PINK BUTTERFLY PAPER LAMPSHADE,3.75,3.75,3,5,5,0.0,0,Commercial Description,Valid,0.0,Low,0.0948,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,1.939911927751206e-07,4816,Tier 4 - Long Tail
35974,S/6 CHRISTMAS TREE PLACE SETTING,3.75,3.75,1,2,2,0.0,0,Commercial Description,Valid,0.0,Low,0.0876,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,1.939911927751206e-07,4817,Tier 4 - Long Tail
90004A,JADE GREEN PAIR ENAMEL HAIR SLIDES,3.75,3.75,1,2,2,0.0,0,Commercial Description,Valid,0.0,Low,0.0876,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,1.939911927751206e-07,4818,Tier 4 - Long Tail
84731,3 BIRDS CANVAS SCREEN,3.69,3.69,3,3,3,0.0,0,Commercial Description,Valid,0.0,Low,0.0945,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,1.9088733369071868e-07,4819,Tier 4 - Long Tail
35001P,HAND OPEN SHAPE PINK,6.98,3.49,2,4,4,-3.49,1,Commercial Description,Valid,0.5,Very High,0.0916,High Return Risk,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Critical,True,False,True,Included,Included,1.8054113674271226e-07,4820,Tier 4 - Long Tail
35818C,"ACRYLIC JEWEL ICICLE, CLEAR",3.43,3.43,1,2,2,0.0,0,Commercial Description,Valid,0.0,Low,0.087,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,1.7743727765831033e-07,4821,Tier 4 - Long Tail
21081,SET/20 POSIES PAPER NAPKINS,3.4,3.4,4,5,5,0.0,0,Commercial Description,Valid,0.0,Low,0.0962,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,1.7588534811610935e-07,4822,Tier 4 - Long Tail
84559d,3D SHEET OF SEA WORLD STICKERS,3.38,3.38,2,1,1,0.0,0,Commercial Description,Valid,0.0,Low,0.0912,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,1.748507284213087e-07,4823,Tier 4 - Long Tail
23643,SET 10 CARDS CHRISTMAS BAUBLE 16954,3.33,3.33,1,1,1,0.0,0,Commercial Description,Valid,0.0,Low,0.0866,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,1.722641791843071e-07,4824,Tier 4 - Long Tail
20683,RAIN GIRL CHILDS UMBRELLA,3.25,3.25,1,3,3,0.0,0,Commercial Description,Valid,0.0,Low,0.0865,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,1.6812570040510452e-07,4825,Tier 4 - Long Tail
84985b,SET OF 72 BLACK PAPER DOILIES,2.98,2.98,1,1,1,0.0,0,Commercial Description,Valid,0.0,Low,0.0863,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,1.5415833452529584e-07,4826,Tier 4 - Long Tail
23609,SET 10 CARDS SNOWY ROBIN 17099,2.91,2.91,1,1,1,0.0,0,Commercial Description,Valid,0.0,Low,0.0861,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,1.505371655934936e-07,4827,Tier 4 - Long Tail
23602,SET 10 CARDS 3 WISE MEN 17107,2.91,2.91,1,1,1,0.0,0,Commercial Description,Valid,0.0,Low,0.0861,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,1.505371655934936e-07,4828,Tier 4 - Long Tail
23628,SET 10 CARDS TRIANGLE ICONS  17220,2.91,2.91,1,1,1,0.0,0,Commercial Description,Valid,0.0,Low,0.0861,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,1.505371655934936e-07,4829,Tier 4 - Long Tail
90183c,BLACK DROP EARRINGS W LONG BEADS,2.9,2.9,1,1,1,0.0,0,Commercial Description,Valid,0.0,Low,0.0858,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,1.5001985574609327e-07,4830,Tier 4 - Long Tail
DCGS0044,HANDZ-OFF CAR FRESHENER,2.57,2.57,1,1,1,0.0,0,Commercial Description,Valid,0.0,Low,0.0857,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,1.3294863078188266e-07,4831,Tier 4 - Long Tail
90091,CRYSTAL DRAGONFLY PHONE CHARM,2.55,2.55,3,6,6,0.0,0,Commercial Description,Valid,0.0,Low,0.0924,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,1.31914011087082e-07,4832,Tier 4 - Long Tail
21036,SET/2 TEA TOWELS MODERN VINTAGE,2.55,2.55,1,2,2,0.0,0,Commercial Description,Valid,0.0,Low,0.0851,Core Commercial Product,False,False,True,Validated Commercial Product,Tier 4 - Long Tail,Low / Not Applicable,True,False,True,Included,Included,1.31914011087082e-07,4833,Tier 4 - Long Tail
