StockCode,Description,GrossRevenue,NetRevenue,UnitsSold,SalesLines,Orders,ReturnValue,ReturnedUnits,DescriptionQualityFlag,CommercialValidity,ReturnValueRate,ReturnRisk,CommercialPerformanceScore,StrategicClassification
21697,SET 5 MINI DOUGHNUT FRIDGE MAGNET,295.08000000000004,295.08000000000004,372,8,8,0.0,0,Commercial Description,Valid,0.0,Low,0.3729,Core Commercial Product
20795,LARGE BLUE PROVENCAL CERAMIC BALL,308.70000000000005,294.0,135,32,32,-14.7,7,Commercial Description,Valid,0.0476,Low,0.3329,Core Commercial Product
21367,MIRRORED WALL ART GENTS,293.70000000000005,293.7,215,64,60,0.0,0,Commercial Description,Valid,0.0,Low,0.3484,Core Commercial Product
90185D,CRYSTAL DIAMANTE EXPANDABLE RING,306.08,293.33,72,40,38,-12.75,3,Commercial Description,Valid,0.0417,Low,0.3138,Core Commercial Product
90196A,PURPLE GEMSTONE NECKLACE 45CM,306.0,293.25,24,15,13,-12.75,1,Commercial Description,Valid,0.0417,Low,0.289,Core Commercial Product
22954,HEN PARTY CORDON BARRIER TAPE,293.89,292.64,238,51,51,-1.25,1,Commercial Description,Valid,0.0043,Low,0.3518,Core Commercial Product
84508C,BLUE CIRCLES DESIGN TEDDY,295.08000000000004,292.53,108,47,45,-2.55,1,Commercial Description,Valid,0.0086,Low,0.3249,Core Commercial Product
72801F,S/4 FESTIVE RED DINNER CANDLES,292.5,292.5,234,26,26,0.0,0,Commercial Description,Valid,0.0,Low,0.351,Core Commercial Product
20670,VIP HOLIDAY PURSE,378.85,292.45000000000005,694,52,52,-86.4,312,Commercial Description,Valid,0.2281,High,0.4005,High Return Risk
21030,SPACE CADET RED,292.15000000000003,292.15,240,53,51,0.0,0,Commercial Description,Valid,0.0,Low,0.3516,Core Commercial Product
DCGS0076,SUNJAR LED NIGHT NIGHT LIGHT,292.09,292.09,18,15,14,0.0,0,Commercial Description,Valid,0.0,Low,0.2827,Core Commercial Product
37422,WHITE WITH BLACK CATS BOWL,292.08,292.08,434,77,77,0.0,0,Commercial Description,Valid,0.0,Low,0.3785,Core Commercial Product
85147,JARDIN ETCHED GLASS CANDLEHLDR LONG,301.95,292.05,61,21,18,-9.9,2,Commercial Description,Valid,0.0328,Low,0.3089,Core Commercial Product
84529A,PINK KNITTED KIDS RUCKSACK,290.78,290.78,50,22,22,0.0,0,Commercial Description,Valid,0.0,Low,0.3033,Core Commercial Product
20826,SILVER APERITIF GLASS,290.7200000000001,290.72,355,16,16,0.0,0,Commercial Description,Valid,0.0,Low,0.3689,Core Commercial Product
23567,EGG CUP HENRIETTA HEN PINK,291.58,290.33,211,39,38,-1.25,1,Commercial Description,Valid,0.0043,Low,0.3458,Core Commercial Product
21388,IVORY HANGING DECORATION  CHICKEN,290.16999999999996,290.16999999999996,311,30,30,0.0,0,Commercial Description,Valid,0.0,Low,0.3621,Core Commercial Product
21144,PINK POODLE HANGING DECORATION,294.19000000000005,289.63,545,64,62,-4.5600000000000005,12,Commercial Description,Valid,0.0155,Low,0.3874,Core Commercial Product
84800S,SMALL WHITE/PINK ROSE ART FLOWER,292.03999999999996,289.53999999999996,388,20,20,-2.5,2,Commercial Description,Valid,0.0086,Low,0.3723,Core Commercial Product
84882,GREEN WIRE STANDING CANDLE HOLDER,289.43,289.43,66,36,36,0.0,0,Commercial Description,Valid,0.0,Low,0.3098,Core Commercial Product
22871,"NUMBER TILE COTTAGE GARDEN, 3",289.38999999999993,289.39,127,30,30,0.0,0,Commercial Description,Valid,0.0,Low,0.3286,Core Commercial Product
72812,LARGE ZINC/GLASS CANDLEHOLDER,288.46,288.46,105,31,31,0.0,0,Commercial Description,Valid,0.0,Low,0.3221,Core Commercial Product
20987,GEISHA GIRL CHOPSTICKS SET/5,288.3500000000001,288.35,131,24,24,0.0,0,Commercial Description,Valid,0.0,Low,0.3292,Core Commercial Product
37444B,BLUE BREAKFAST CUP AND SAUCER,415.49999999999994,287.58,2012,34,33,-127.92,984,Commercial Description,Valid,0.3079,Very High,0.4575,High Return Risk
16212,FUNKY GIRLZ ASST MAGNETIC MEMO PAD,287.01,287.01,366,45,41,0.0,0,Commercial Description,Valid,0.0,Low,0.3693,Core Commercial Product
47578A,ENGLISH ROSE SMALL SCENTED FLOWER,286.67999999999995,286.68,315,75,69,0.0,0,Commercial Description,Valid,0.0,Low,0.3619,Core Commercial Product
84192,ASSORTED COLOUR METAL CAT,286.1,286.1,238,41,39,0.0,0,Commercial Description,Valid,0.0,Low,0.349,Core Commercial Product
90098,NECKLACE+BRACELET PINK BUTTERFLY,301.28000000000003,285.97999999999996,137,56,56,-15.3,6,Commercial Description,Valid,0.0508,Moderate,0.3301,Monitor Return Risk
90014C,SILVER/BLACK ORBIT NECKLACE,284.6799999999999,284.67999999999995,29,21,21,0.0,0,Commercial Description,Valid,0.0,Low,0.2895,Core Commercial Product
37413,ICON MUG REVOLUTIONARY,284.48999999999995,284.49,703,84,82,0.0,0,Commercial Description,Valid,0.0,Low,0.3985,Core Commercial Product
84770,ROUND GEORGIAN SILVER MIRROR,419.2500000000001,283.55000000000007,135,25,25,-135.70000000000002,46,Commercial Description,Valid,0.3237,Very High,0.329,High Return Risk
82093,HEART SHAPE BUTTON FRAME,283.49,283.49,139,29,29,0.0,0,Commercial Description,Valid,0.0,Low,0.3302,Core Commercial Product
23410,CURIO CABINET LINEN AND LACE,290.1000000000001,281.95,36,19,19,-8.15,1,Commercial Description,Valid,0.0281,Low,0.2932,Core Commercial Product
85049g,CHOCOLATE BOX RIBBONS,281.44000000000005,281.44,115,52,52,0.0,0,Commercial Description,Valid,0.0,Low,0.324,Core Commercial Product
21095,SET/6 POSIES PAPER PLATES,281.37,281.37,303,45,43,0.0,0,Commercial Description,Valid,0.0,Low,0.3588,Core Commercial Product
84977,WIRE FLOWER T-LIGHT HOLDER,281.33,281.33,223,51,50,0.0,0,Commercial Description,Valid,0.0,Low,0.3456,Core Commercial Product
23481,PEARLISED IVORY HEART SMALL,281.17,281.17,228,32,29,0.0,0,Commercial Description,Valid,0.0,Low,0.3462,Core Commercial Product
90163A,PINK ROSEBUD & PEARL NECKLACE,280.71,280.71,37,24,24,0.0,0,Commercial Description,Valid,0.0,Low,0.2931,Core Commercial Product
23015,CORDIAL GLASS JUG,338.38,280.63,40,22,21,-57.75,7,Commercial Description,Valid,0.1707,High,0.2946,High Return Risk
20663,QUEEN OF THE SKIES HOLIDAY PURSE,374.42999999999995,280.58,1076,49,47,-93.85,503,Commercial Description,Valid,0.2506,High,0.42,High Return Risk
84457,SET/3 RABBITS FLOWER SKIPPPING ROPE,278.72999999999996,278.72999999999996,291,65,64,0.0,0,Commercial Description,Valid,0.0,Low,0.3558,Core Commercial Product
84966C,GREEN KASHMIRI BOXED MIRROR,276.0,276.0,23,4,4,0.0,0,Commercial Description,Valid,0.0,Low,0.2831,Core Commercial Product
21372,MIRRORED WALL ART TABLE LAMP,275.87,275.87,158,53,50,0.0,0,Commercial Description,Valid,0.0,Low,0.3325,Core Commercial Product
35979,SIX STRING SCANDINAVIAN HEART DECS,311.0300000000001,275.63000000000005,94,31,30,-35.400000000000006,12,Commercial Description,Valid,0.1138,Moderate,0.3153,Monitor Return Risk
23137,ZINC WIRE SWEETHEART LETTER TRAY,275.62,275.62,83,23,23,0.0,0,Commercial Description,Valid,0.0,Low,0.3128,Core Commercial Product
47586A,PINK FAIRY CAKE CUSHION COVER,275.53000000000003,275.53,202,30,29,0.0,0,Commercial Description,Valid,0.0,Low,0.3404,Core Commercial Product
21412,VINTAGE GOLD TINSEL REEL,279.0,275.21999999999997,275,78,71,-3.7800000000000002,9,Commercial Description,Valid,0.0135,Low,0.3528,Core Commercial Product
21193,WHITE HONEYCOMB PAPER FAN,274.37,274.37,111,25,24,0.0,0,Commercial Description,Valid,0.0,Low,0.3207,Core Commercial Product
75178,ASSTD COL BUTTERFLY/CRYSTAL W/CHIME,273.93,273.93,497,25,25,0.0,0,Commercial Description,Valid,0.0,Low,0.3799,Core Commercial Product
90122A,PINK CRYSTAL+GLASS BRACELET,273.89,273.89,55,31,31,0.0,0,Commercial Description,Valid,0.0,Low,0.3016,Core Commercial Product
84927F,PSYCHEDELIC TILE HOOK,277.53000000000003,273.48,336,67,64,-4.05,6,Commercial Description,Valid,0.0146,Low,0.3621,Core Commercial Product
16052,TEATIME PUSH DOWN RUBBER,283.0,272.92,850,39,38,-10.08,24,Commercial Description,Valid,0.0356,Low,0.4049,Core Commercial Product
23141,TRIPLE WIRE HOOK PINK HEART,272.91,272.91,79,25,25,0.0,0,Commercial Description,Valid,0.0,Low,0.3102,Core Commercial Product
84924D,LA PALMIERA METAL SIGN CALENDAR,272.61,272.61,764,17,17,0.0,0,Commercial Description,Valid,0.0,Low,0.3996,Core Commercial Product
22875,"NUMBER TILE COTTAGE GARDEN, 7",272.55999999999995,272.56,124,31,30,0.0,0,Commercial Description,Valid,0.0,Low,0.3236,Core Commercial Product
35096A,BLUE VICTORIAN FABRIC HEART BOX,272.45,272.45,765,51,51,0.0,0,Commercial Description,Valid,0.0,Low,0.3995,Core Commercial Product
20980,36 PENCILS TUBE POSY,283.55999999999995,272.31,234,63,61,-11.25,9,Commercial Description,Valid,0.0397,Low,0.3445,Core Commercial Product
84499,BLACK FLOWER CANDLE PLATE,272.17,272.16999999999996,326,44,44,0.0,0,Commercial Description,Valid,0.0,Low,0.3598,Core Commercial Product
22874,"NUMBER TILE COTTAGE GARDEN, 6",272.0199999999999,272.02,126,29,28,0.0,0,Commercial Description,Valid,0.0,Low,0.3234,Core Commercial Product
90032,IVORY SHELL HEART NECKLACE,271.88,271.88,48,24,24,0.0,0,Commercial Description,Valid,0.0,Low,0.2962,Core Commercial Product
23474,WOODLAND SMALL BLUE FELT HEART,270.96000000000004,270.96000000000004,312,38,37,0.0,0,Commercial Description,Valid,0.0,Low,0.3565,Core Commercial Product
84926F,PSYCHEDELIC TILE COASTER,277.9,270.94,484,43,43,-6.959999999999999,24,Commercial Description,Valid,0.025,Low,0.3772,Core Commercial Product
22868,"NUMBER TILE COTTAGE GARDEN, 0",270.37999999999994,270.38,124,27,27,0.0,0,Commercial Description,Valid,0.0,Low,0.3226,Core Commercial Product
90129E,PURPLE GLASS TASSLE BAG CHARM,269.78,269.78000000000003,133,61,59,0.0,0,Commercial Description,Valid,0.0,Low,0.3242,Core Commercial Product
90122C,TURQUOISE CRYSTAL+GLASS BRACELET,269.1,269.1,54,30,30,0.0,0,Commercial Description,Valid,0.0,Low,0.2991,Core Commercial Product
84625B,BLCK NEW BAROQUE CANDLESTICK CANDLE,279.0,268.8,180,19,19,-10.2,12,Commercial Description,Valid,0.0366,Low,0.3343,Core Commercial Product
72753D,S/3 FLWR FAIRY SUMMER CANDLES,302.4,268.8,144,12,12,-33.6,16,Commercial Description,Valid,0.1111,Moderate,0.3269,Monitor Return Risk
20818,GOLD TEDDY BEAR,268.5,268.5,87,31,31,0.0,0,Commercial Description,Valid,0.0,Low,0.3105,Core Commercial Product
18096C,WHITE ROUND PORCELAIN TLIGHT HOLDER,298.70000000000005,268.09999999999997,117,24,24,-30.6,12,Commercial Description,Valid,0.1024,Moderate,0.3199,Monitor Return Risk
21321,GLASS CHALICE BLUE  LARGE,301.8,267.6,122,24,24,-34.2,15,Commercial Description,Valid,0.1133,Moderate,0.3213,Monitor Return Risk
47481,50CM METAL STRING WITH  7 CLIPS,267.53,267.53,327,45,44,0.0,0,Commercial Description,Valid,0.0,Low,0.3583,Core Commercial Product
85195,HANGING HEART BASKET,269.44,267.34000000000003,146,21,21,-2.1,1,Commercial Description,Valid,0.0078,Low,0.3266,Core Commercial Product
22873,"NUMBER TILE COTTAGE GARDEN, 5",266.71,266.71,121,32,31,0.0,0,Commercial Description,Valid,0.0,Low,0.3207,Core Commercial Product
79303D,LILAC FLOWER BLOCK TABLE LAMP,272.44999999999993,266.55,78,22,22,-5.9,2,Commercial Description,Valid,0.0217,Low,0.307,Core Commercial Product
90096,NECKLACE+BRACELET SET BLUE BLOSSOM,266.44000000000005,266.44,113,56,51,0.0,0,Commercial Description,Valid,0.0,Low,0.3178,Core Commercial Product
22877,"NUMBER TILE COTTAGE GARDEN, 9",271.64,265.79,128,31,30,-5.85,3,Commercial Description,Valid,0.0215,Low,0.3216,Core Commercial Product
23476,WOODLAND LARGE RED FELT HEART,264.72,264.72,205,22,22,0.0,0,Commercial Description,Valid,0.0,Low,0.3366,Core Commercial Product
21370,MIRRORED WALL ART FOXY,264.66999999999996,264.67,56,23,22,0.0,0,Commercial Description,Valid,0.0,Low,0.2982,Core Commercial Product
44234,ASSORTED CIRCULAR MOBILE,264.76,264.34,1220,64,57,-0.42,2,Commercial Description,Valid,0.0016,Low,0.4224,Core Commercial Product
90040B,MURANO STYLE GLASS BRACELET BLACK,263.59000000000003,263.59,73,39,37,0.0,0,Commercial Description,Valid,0.0,Low,0.3041,Core Commercial Product
90157,RIVIERA NECKLACE,263.28,263.28000000000003,53,24,24,0.0,0,Commercial Description,Valid,0.0,Low,0.2964,Core Commercial Product
72793,BLACK BOX MIRROR LANTERN,268.75,262.8,55,13,13,-5.95,1,Commercial Description,Valid,0.0221,Low,0.2974,Core Commercial Product
84613C,BLUE NEW BAROQUE FLOCK CANDLESTICK,262.71,262.71,63,15,14,0.0,0,Commercial Description,Valid,0.0,Low,0.3003,Core Commercial Product
22876,"NUMBER TILE COTTAGE GARDEN, 8",262.59,262.59,121,26,23,0.0,0,Commercial Description,Valid,0.0,Low,0.3192,Core Commercial Product
21268,VINTAGE BLUE TINSEL REEL,262.49999999999994,262.5,399,57,53,0.0,0,Commercial Description,Valid,0.0,Low,0.3648,Core Commercial Product
84806A,PINK CANDYSTUFT ARTIFICIAL FLOWER,261.91,261.90999999999997,319,20,20,0.0,0,Commercial Description,Valid,0.0,Low,0.3546,Core Commercial Product
90028,NEW BAROQUE LARGE NECKLACE BLK/WHIT,261.77000000000004,261.77,31,26,24,0.0,0,Commercial Description,Valid,0.0,Low,0.2833,Core Commercial Product
17038,PORCELAIN BUDAH INCENSE HOLDER,261.51,261.51,2659,57,56,0.0,0,Commercial Description,Valid,0.0,Low,0.4648,Core Commercial Product
90146,FINE SILVER NECKLACE W PASTEL FLOWE,276.49,261.49,41,21,20,-15.0,2,Commercial Description,Valid,0.0543,Moderate,0.2886,Monitor Return Risk
85095,THREE CANVAS LUGGAGE TAGS,261.04,261.04,175,50,49,0.0,0,Commercial Description,Valid,0.0,Low,0.33,Core Commercial Product
72799D,BLUE PILLAR CANDLE SILVER FLOCK,260.67,260.67,78,20,19,0.0,0,Commercial Description,Valid,0.0,Low,0.3048,Core Commercial Product
90073,VINTAGE ENAMEL & CRYSTAL EARRINGS,260.52,260.52,52,36,34,0.0,0,Commercial Description,Valid,0.0,Low,0.2943,Core Commercial Product
79328,BLUE FLOCK GLASS CANDLEHOLDER,260.76,259.24,594,19,19,-1.52,4,Commercial Description,Valid,0.0058,Low,0.3817,Core Commercial Product
47591A,CAROUSEL DES CHILD'S APRON,269.54,257.99,163,72,72,-11.55,7,Commercial Description,Valid,0.0429,Low,0.3265,Core Commercial Product
90035A,"PEARL & SHELL 42""NECKL. GREEN",257.55,257.55,24,17,17,0.0,0,Commercial Description,Valid,0.0,Low,0.2771,Core Commercial Product
84520b,PACK 20 ENGLISH ROSE PAPER NAPKINS,257.4,257.4,110,10,10,0.0,0,Commercial Description,Valid,0.0,Low,0.314,Core Commercial Product
22882,NUMBER TILE VINTAGE FONT 3,259.28999999999996,257.34,127,52,51,-1.95,1,Commercial Description,Valid,0.0075,Low,0.3186,Core Commercial Product
85179C,PINK BITTY LIGHT CHAIN,257.15,257.15,116,40,40,0.0,0,Commercial Description,Valid,0.0,Low,0.3158,Core Commercial Product
84371,BIG PINK POODLE,257.1,257.1,30,7,7,0.0,0,Commercial Description,Valid,0.0,Low,0.281,Core Commercial Product
84660c,PINK STITCHED WALL CLOCK,256.84000000000003,256.84,34,31,28,0.0,0,Commercial Description,Valid,0.0,Low,0.2836,Core Commercial Product
84597B,RETRO BROWN BALL ASHTRAY,259.37,255.62,205,31,31,-3.75,3,Commercial Description,Valid,0.0145,Low,0.3334,Core Commercial Product
90081C,LILY BROOCH OLIVE COLOUR,255.55999999999997,255.56,51,37,36,0.0,0,Commercial Description,Valid,0.0,Low,0.2923,Core Commercial Product
84482,BUTTONS DESIGN JEWELLERY BOX,293.02,255.52,75,37,36,-37.5,10,Commercial Description,Valid,0.128,Moderate,0.3018,Monitor Return Risk
72801d,S/4 SKY BLUE DINNER CANDLES,254.98000000000008,254.98,103,61,61,0.0,0,Commercial Description,Valid,0.0,Low,0.3107,Core Commercial Product
90196B,BLACK GEMSTONE NECKLACE 45CM,254.73,254.73,20,15,14,0.0,0,Commercial Description,Valid,0.0,Low,0.2723,Core Commercial Product
85232b,SET/3 RUSSIAN DOLL STACKING TINS,254.46999999999994,254.47,25,22,22,0.0,0,Commercial Description,Valid,0.0,Low,0.2765,Core Commercial Product
gift_0001_50,Dotcomgiftshop Gift Voucher £50.00,253.59000000000003,253.59,6,8,8,0.0,0,Commercial Description,Valid,0.0,Low,0.2563,Core Commercial Product
21493,VINTAGE DESIGN GIFT TAGS,252.44999999999996,252.45,272,35,34,0.0,0,Commercial Description,Valid,0.0,Low,0.344,Core Commercial Product
79338,DARK PINK FLOCK GLASS CANDLEHOLDER,252.29000000000002,252.29,553,14,14,0.0,0,Commercial Description,Valid,0.0,Low,0.3762,Core Commercial Product
DCGSSBOY,update,251.35000000000002,251.35,77,23,23,0.0,0,Commercial Description,Valid,0.0,Low,0.3018,Core Commercial Product
21032,SPACE CADET WHITE,254.65999999999997,250.91,205,52,51,-3.75,3,Commercial Description,Valid,0.0147,Low,0.3321,Core Commercial Product
47503H,ASS FLORAL PRINT SPIRIT LEVEL,252.28,250.32999999999998,162,70,65,-1.95,1,Commercial Description,Valid,0.0077,Low,0.324,Core Commercial Product
90181B,AMETHYST GLASS/SHELL/PEARL NECKLACE,249.95,249.95000000000002,27,26,24,0.0,0,Commercial Description,Valid,0.0,Low,0.2769,Core Commercial Product
84627,CANDY STRIPE ROSE C/COVER,297.49999999999994,249.9,50,23,22,-47.6,8,Commercial Description,Valid,0.16,High,0.2901,High Return Risk
84993B,75 BLACK PETIT FOUR CASES,249.12000000000003,249.12,564,90,88,0.0,0,Commercial Description,Valid,0.0,Low,0.3763,Core Commercial Product
90129C,GREEN GLASS TASSLE BAG CHARM,248.35999999999999,248.36,110,52,51,0.0,0,Commercial Description,Valid,0.0,Low,0.3114,Core Commercial Product
84030c,KNITTED RAINBOW HOT WATER BOTTLE,248.00000000000003,248.0,32,13,13,0.0,0,Commercial Description,Valid,0.0,Low,0.28,Core Commercial Product
72739C,DARK CHOCOLATE SCENTCANDLE,279.08,247.82999999999998,326,28,28,-31.25,25,Commercial Description,Valid,0.112,Moderate,0.3518,Monitor Return Risk
90081A,LILY BROOCH AMETHYST COLOUR,247.75,247.75,50,26,25,0.0,0,Commercial Description,Valid,0.0,Low,0.2894,Core Commercial Product
23465,TUSCAN VILLA FEEDING STATION,247.63,247.63,29,16,16,0.0,0,Commercial Description,Valid,0.0,Low,0.2775,Core Commercial Product
84621,BLUE GINGHAM ROSE FLOOR CUSHION,247.26,247.26,29,17,17,0.0,0,Commercial Description,Valid,0.0,Low,0.2773,Core Commercial Product
90036C,"FLOWER GLASS GARLAND NECKL.36""BLUE",246.82999999999998,246.83,31,15,15,0.0,0,Commercial Description,Valid,0.0,Low,0.2786,Core Commercial Product
46307,ROSES BLUE BASE CUSHION COVER,246.03000000000003,246.03,51,35,35,0.0,0,Commercial Description,Valid,0.0,Low,0.2896,Core Commercial Product
35818P,"ACRYLIC JEWEL ICICLE, PINK",245.50999999999996,245.51,560,26,25,0.0,0,Commercial Description,Valid,0.0,Low,0.3748,Core Commercial Product
90119,METALIC LEAVES BAG CHARMS,243.07000000000002,243.07,97,42,42,0.0,0,Commercial Description,Valid,0.0,Low,0.3057,Core Commercial Product
82011A,"BATHROOM SCALES, TROPICAL BEACH",246.58,242.83,59,35,35,-3.75,1,Commercial Description,Valid,0.0152,Low,0.2931,Core Commercial Product
10123C,HEARTS WRAPPING TAPE,255.06,242.52,651,68,67,-12.540000000000001,150,Commercial Description,Valid,0.0492,Low,0.3814,Core Commercial Product
23475,WOODLAND SMALL PINK FELT HEART,242.18,242.18,286,31,31,0.0,0,Commercial Description,Valid,0.0,Low,0.3436,Core Commercial Product
90210B,CLEAR ACRYLIC FACETED BANGLE,240.90000000000003,240.90000000000003,105,27,24,0.0,0,Commercial Description,Valid,0.0,Low,0.308,Core Commercial Product
23143,ZINC WIRE KITCHEN ORGANISER,239.97,239.97,30,16,16,0.0,0,Commercial Description,Valid,0.0,Low,0.2769,Core Commercial Product
82553,POP'S GREASY SPOON METAL SIGN,237.73000000000002,237.73000000000002,114,45,45,0.0,0,Commercial Description,Valid,0.0,Low,0.3108,Core Commercial Product
21369,MIRRORED WALL ART SPLODGES,236.73000000000002,236.73,135,24,22,0.0,0,Commercial Description,Valid,0.0,Low,0.3157,Core Commercial Product
20940,SET/6 GARDEN GNOME T-LIGHT CANDLES,342.75,236.55,118,26,26,-106.2,36,Commercial Description,Valid,0.3098,Very High,0.3118,High Return Risk
90133,TEAL/FUSCHIA COL BEAD NECKLACE,236.45999999999995,236.46,47,36,36,0.0,0,Commercial Description,Valid,0.0,Low,0.2859,Core Commercial Product
20891,LARGE GLASS ROSE SCENTED CANDLE,236.33,236.33,684,4,4,0.0,0,Commercial Description,Valid,0.0,Low,0.3833,Core Commercial Product
47587A,PINK FAIRY CAKE COASTER,1099.88,235.88,2706,31,31,-864.0,1200,Commercial Description,Valid,0.7855,Very High,0.459,High Return Risk
90210D,PURPLE ACRYLIC FACETED BANGLE,235.73000000000002,235.73000000000002,142,24,24,0.0,0,Commercial Description,Valid,0.0,Low,0.317,Core Commercial Product
90199B,5 STRAND GLASS NECKLACE AMETHYST,234.98000000000002,234.98,37,33,32,0.0,0,Commercial Description,Valid,0.0,Low,0.2799,Core Commercial Product
23580,SNACK TRAY HAPPY FOREST,234.92,234.92,116,25,25,0.0,0,Commercial Description,Valid,0.0,Low,0.3104,Core Commercial Product
22880,"NUMBER TILE VINTAGE FONT, 1",234.48,234.48,112,38,37,0.0,0,Commercial Description,Valid,0.0,Low,0.3088,Core Commercial Product
84796a,PINK HAWAIIAN PICNIC HAMPER FOR 2,234.27999999999997,234.28,28,20,20,0.0,0,Commercial Description,Valid,0.0,Low,0.2739,Core Commercial Product
21460,GREEN EASTER EGG HUNT START POST,249.64999999999998,234.04999999999998,113,29,29,-15.6,8,Commercial Description,Valid,0.0625,Moderate,0.309,Monitor Return Risk
20736,PINK MINI TAPE MEASURE,233.49999999999997,233.5,290,21,21,0.0,0,Commercial Description,Valid,0.0,Low,0.3421,Core Commercial Product
84629,WHITE 3 FRAME BIRDS AND TREE,237.79999999999998,232.85,24,16,16,-4.95,1,Commercial Description,Valid,0.0208,Low,0.2707,Core Commercial Product
20855,PINK PATCH PURSE BLUE HEART,234.29999999999998,232.65,142,50,50,-1.65,1,Commercial Description,Valid,0.007,Low,0.3159,Core Commercial Product
84797b,BLUE SAVANNAH PICNIC HAMPER FOR 4,232.62000000000003,232.62,21,19,19,0.0,0,Commercial Description,Valid,0.0,Low,0.2678,Core Commercial Product
23036,T-LIGHT HOLDER SILVER PETIT FOUR,232.42000000000002,232.42000000000002,184,16,16,0.0,0,Commercial Description,Valid,0.0,Low,0.3243,Core Commercial Product
16256B,FLOWER PENCIL/RUBBER+5 MINI PENCILS,232.35000000000002,232.35,524,37,36,0.0,0,Commercial Description,Valid,0.0,Low,0.369,Core Commercial Product
35991,SET/6 BLACK SNOWFLAKE T-LIGHTS,232.07999999999998,232.08,402,58,56,0.0,0,Commercial Description,Valid,0.0,Low,0.3567,Core Commercial Product
23447,PINK BUNNY EASTER EGG BASKET,231.9,231.9,158,4,4,0.0,0,Commercial Description,Valid,0.0,Low,0.3184,Core Commercial Product
21226,POCKET MIRROR WOODLAND,231.8,231.8,214,40,38,0.0,0,Commercial Description,Valid,0.0,Low,0.3286,Core Commercial Product
90170,DAISY HAIR BAND,251.26999999999998,231.47,151,75,74,-19.8,12,Commercial Description,Valid,0.0788,Moderate,0.3171,Monitor Return Risk
16202C,BEIGE PHOTO ALBUM,230.59,230.59,97,14,14,0.0,0,Commercial Description,Valid,0.0,Low,0.302,Core Commercial Product
90116,FRUIT SALAD BAG CHARM,230.54,230.54,108,67,65,0.0,0,Commercial Description,Valid,0.0,Low,0.3055,Core Commercial Product
90164A,PINK ROSEBUD PEARL BRACELET,230.39,230.39,40,26,26,0.0,0,Commercial Description,Valid,0.0,Low,0.2793,Core Commercial Product
37483,ENGLISH ROSE MUG IN GIFT BOX,232.89,230.34,143,15,13,-2.55,1,Commercial Description,Valid,0.0109,Low,0.3148,Core Commercial Product
23446,BLUE BUNNY EASTER EGG BASKET,230.25,230.25,157,3,3,0.0,0,Commercial Description,Valid,0.0,Low,0.3173,Core Commercial Product
22884,NUMBER TILE VINTAGE FONT 5,229.89000000000001,229.89,113,41,39,0.0,0,Commercial Description,Valid,0.0,Low,0.3069,Core Commercial Product
37508,NEW ENGLAND CERAMIC CAKE SERVER,229.57000000000002,229.57,89,48,48,0.0,0,Commercial Description,Valid,0.0,Low,0.299,Core Commercial Product
90122B,JADE CRYSTAL+GLASS BRACELET,228.99,228.99,46,26,26,0.0,0,Commercial Description,Valid,0.0,Low,0.282,Core Commercial Product
17084P,DRAGONS BLOOD INCENSE,228.43,228.43,1016,72,70,0.0,0,Commercial Description,Valid,0.0,Low,0.4005,Core Commercial Product
35809B,ENAMEL BLUE RIM TEA CONTAINER,227.54,227.54,104,37,37,0.0,0,Commercial Description,Valid,0.0,Low,0.3033,Core Commercial Product
71028B,SILVER BLUE EGG T-LIGHT HOLDER,227.48,227.48,494,14,14,0.0,0,Commercial Description,Valid,0.0,Low,0.3646,Core Commercial Product
35833G,4 GOLD FLOCK CHRISTMAS BALLS,227.38,227.38,136,38,36,0.0,0,Commercial Description,Valid,0.0,Low,0.3118,Core Commercial Product
84705C,PINK FLOCK PHOTO FRAME,227.33,227.33,162,9,9,0.0,0,Commercial Description,Valid,0.0,Low,0.317,Core Commercial Product
72750D,F.FAIRY S/3 CANDLE/GLASS,226.5,226.5,110,12,12,0.0,0,Commercial Description,Valid,0.0,Low,0.3048,Core Commercial Product
23003,TRAVEL CARD WALLET VINTAGE ROSE,226.2,226.2,542,55,54,0.0,0,Commercial Description,Valid,0.0,Low,0.3674,Core Commercial Product
90155,RESIN NECKLACE W PASTEL BEADS,226.16,226.16,30,21,21,0.0,0,Commercial Description,Valid,0.0,Low,0.2719,Core Commercial Product
84966A,PINK KASHMIRI BOXED MIRROR,225.95,225.95,13,6,6,0.0,0,Commercial Description,Valid,0.0,Low,0.2573,Core Commercial Product
84461,12 PINK HEN+CHICKS IN BASKET,253.79000000000002,225.74,99,43,43,-28.05,11,Commercial Description,Valid,0.1105,Moderate,0.3004,Monitor Return Risk
35597B,BLACKCHRISTMAS TREE 30CM,225.35,225.35,79,8,7,0.0,0,Commercial Description,Valid,0.0,Low,0.2946,Core Commercial Product
90019C,SILVER BLACK ORBIT BRACELET,224.4,224.4,42,37,35,0.0,0,Commercial Description,Valid,0.0,Low,0.2783,Core Commercial Product
23149,ANTIQUE IVORY WIRE BOWL SMALL,251.45000000000002,224.06,99,23,23,-27.39,11,Commercial Description,Valid,0.1089,Moderate,0.3,Monitor Return Risk
90125D,PURPLE BERTIE GLASS BEAD BAG CHARM,223.73999999999998,223.74,136,36,36,0.0,0,Commercial Description,Valid,0.0,Low,0.3105,Core Commercial Product
